GeneID,67_S53,68_S54
Tmem246,3,3
Arhgap28,0,0
Mir875,0,0
Mir449b,0,0
Mir466d,0,0
Stim1,1091,1341
Elmo2,3107,2443
C8a,0,0
Vwa7,0,0
Oas2,0,0
Med13l,626,696
Hcfc1,1735,1994
Inhbe,0,0
Fosl2,286,150
Fosb,381,356
Phkg1,1,0
Phf2,248,333
Prmt9,440,535
Sv2b,0,0
Tmem132a,7,5
Nol12,1120,966
Irak3,13,42
Bbox1,0,0
Aste1,245,187
Emx2,0,0
Hnrnph1,2054,1989
Ttc38,232,315
Cryba1,0,0
Cxcl16,10,6
Mir467g,0,0
Mir466k,0,0
Csn1s2a,0,0
Med28,3225,2996
Cyp2j13,0,0
Anapc7,855,735
Nudt5,1392,1156
Gsdma2,0,0
Dbnl,6916,6800
Csrp3,0,0
H2-Q8,0,0
Gm1070,0,0
Zdhhc2,1831,1692
Gm536,0,0
Kars,4852,3816
Kifc3,1067,809
Dmrtc1b,0,0
Gm973,0,0
Asb7,69,92
Zfp654,367,355
8030423F21Rik,0,0
Znrf1,2391,2588
Sirt3,559,485
A230103J11Rik,6,0
Zmiz1,2602,2305
4921518K17Rik,0,0
1700072I22Rik,0,0
Cd226,455,751
3110040N11Rik,716,562
Ino80e,636,472
Mir8111,0,0
4732471J01Rik,0,0
Gm10825,0,0
Vmn2r38,0,0
Tnfrsf25,0,4
Fgfr1op2,4400,4466
4930404H11Rik,0,0
Gm6566,12,7
Stag1,889,930
Gm29508,0,0
Gm31938,0,0
Gm32755,0,0
Gm34637,0,0
Mir7033,0,0
D430042O09Rik,144,166
Vmn2r121,0,0
Serpinb10,0,0
Crybg2,112,80
Mr1,298,258
H2-T3,1,2
Ap1g1,1093,1201
Aox1,0,0
Camk4,3561,2943
Mrpl36,2039,1681
Tcte3,0,0
Tra2a,760,660
Bst2,2388,2059
Klhl30,805,269
Sorcs1,40,30
Tlcd1,62,39
Chrna6,0,0
Prdm5,16,33
Asb17,0,0
Lrrc42,637,535
Erp44,4526,3852
1810019D21Rik,0,0
Afap1,14,31
Ep400,2231,1791
Mir3572,0,0
Mir5127,0,0
Tbx20,0,0
Arid4b,1342,1251
Gm29443,0,0
Snord2,1,3
Snord4a,0,0
Pdcd1,4455,2560
Pcp4,1,0
Pcolce,0,1
Sphkap,0,0
Champ1,576,604
Prl2c5,0,0
Desi1,1928,1649
Ak5,1,4
Gdf3,0,0
Opn1mw,0,3
Med17,1064,784
Chil5,0,5
1700096P03Rik,0,0
2210404E10Rik,0,0
Mir6378,0,0
3010003L21Rik,170,150
Bcl7c,795,662
4930441H08Rik,0,0
8430430B14Rik,2,11
Gm22496,0,0
Hpgd,0,0
Ptcd2,1249,1031
Cdc6,931,685
Poteg,0,0
Amhr2,0,0
Mir7229,0,0
Raet1a,0,0
Rad51b,126,99
Olfr297,0,0
Olfr307,0,0
Olfr305,0,0
Olfr986,0,0
Olfr971,0,0
Olfr229,0,0
Olfr968,0,0
Olfr970,0,0
Mbd5,179,138
Abhd8,1536,1470
Ngb,0,0
Trpv6,0,2
Maea,2273,1756
Klhdc2,1405,1147
Nkpd1,3,10
Mapk1ip1,166,126
Wdr5b,61,47
Capns2,0,0
Lyg1,0,0
Nedd8,4619,3585
Celf2,5499,5677
Gpbp1,2198,2711
Carf,6,17
Usp51,0,2
Sh3bp2,1090,526
Ppp1r16b,3211,3415
Irak1,2605,2512
Rpl37rt,578,461
Dnajc5,1594,1946
Slc2a7,0,0
Dnaja1,2733,2575
Adam5,0,0
Nap1l1,2930,2355
Nell2,0,0
Acox3,596,793
Lclat1,303,358
Rnf216,264,278
Gm14635,0,0
Actrt3,5,3
Dubr,333,300
Mir383,0,0
A730004F24Rik,0,0
Atp6v0c,3,1
Smyd3,1780,1629
Trem2,0,0
LTO1,126,139
Tsga13,2,1
Klf7,997,725
Ndufab1,1348,1127
Tbc1d5,350,429
Plcz1,0,0
4933411E08Rik,3,0
Ccl21c,0,0
Kifc2,29,42
Resf1,820,791
Spta1,0,8
Apol7d,0,0
Olfr323,0,0
Olfr918,0,0
Olfr368,0,0
Olfr1253,0,0
Olfr509,0,0
Olfr1450,0,0
Olfr47,0,0
Olfr434,0,0
Olfr361,0,0
4933404K08Rik,0,0
Map7d1,2640,2422
Ikzf4,339,386
Zscan22,153,138
Herc6,310,477
Pih1h3b,0,0
AV320801,0,0
Phldb2,0,6
Angpt1,0,0
Slc25a5,19333,17504
Cd7,448,923
Cd6,373,518
Tapbp,19625,20942
Tal2,0,0
Mcrip1,2261,2070
1700030F04Rik,4,0
Amy2b,0,0
Iffo2,319,258
Cass4,466,454
Vmn2r52,0,0
Vmn2r79,0,0
Pcdh19,1,0
Gsg1l,0,0
Mpp6,3296,2415
D430019H16Rik,0,0
Rnf10,3544,3431
Rbpms,0,1
Zfhx3,1,1
Tfap2d,0,0
Tspan33,0,0
Slc25a24,1120,1342
Rtl8a,133,118
Rdh16,0,0
Sec31a,3560,3714
Gpr63,0,4
H2al3,0,0
Tmem67,175,148
Gm6249,0,0
Kif17,30,15
Smkr-ps,16,4
Grk2,8696,8374
Ccdc170,0,0
Spink2,65,79
Il17ra,2119,2007
H2-M9,0,0
Ano6,1085,1537
Cacng4,4,1
Cep76,343,392
Cnr1,0,0
Speer4e,0,0
Foxn1,0,0
Gm2016,0,0
Dusp15,0,0
Dync1i1,0,0
Syt2,0,0
Nfu1,1576,1510
Fam234a,938,1023
1700029N11Rik,0,0
Ap1s2,244,298
Tcf19,1190,1225
Abhd4,684,671
Pfdn2,1061,846
Tdrd5,0,0
Gm6787,8,4
Mak,0,0
5730409E04Rik,8,1
Wdr31,31,22
Slmap,1138,1117
Pitpnm2,98,58
Ppt1,2923,2847
Smarcc1,1774,1913
Gm17769,5,0
Atp2a1,22,28
Mras,11,3
Pdcd2,1016,818
5730435O14Rik,0,0
Ube2g1,1174,1408
Gm30052,0,0
Adamtsl1,0,0
Prr19,3,2
Chek1,299,306
Usp48,1837,1976
Chd1,1035,1196
Tfr2,177,199
Mpi,445,452
Hacd3,1798,1693
Zfp318,55,62
Kifc5b,50,40
Fgd3,143,213
Nupl2,514,396
1700066C05Rik,0,0
Dapk2,2851,2804
1700121N20Rik,0,0
Odf2l,173,121
Per2,36,37
D430036J16Rik,0,0
Cdkl4,4,1
Pdp1,222,247
Aldoa,108841,103563
Gstt2,1222,1060
Ptgfrn,2,14
Ankrd49,373,345
Mir374c,0,0
Mir3110,0,0
Gpr89,1039,1125
9430019J16Rik,0,0
Rbakdn,0,2
Ntmt1,1063,757
Olfr356,0,0
Agpat3,2715,2400
Rnf185,351,320
Ablim3,0,0
Mpp7,299,354
Csad,240,275
Pnpla6,403,489
Tmem106a,463,301
Lrrc74a,0,0
Olfr55,0,0
Fgf12,0,0
4930558G05Rik,0,0
Nadk2,491,540
Impact,228,166
Plg,0,0
Dnah11,0,0
Dyrk1b,134,134
Mir5098,1,2
Pde10a,0,0
Gpr87,14,9
Sparc,0,0
Arhgap27os3,139,156
2610016A17Rik,4,4
Drc7,0,0
Skp2,34,44
Stx2,355,513
Traf2,1141,932
Rdh13,92,76
Pld6,0,5
Dolpp1,568,612
Rgs3,779,731
A330008L17Rik,0,0
Gm12610,13,15
Crem,1257,1051
Dlg4,93,59
Chmp3,1464,1411
Zzz3,400,540
Olfr659,0,0
Fam205a4,0,0
Fam205a3,0,0
Fam118a,244,363
Commd8,2011,1769
S100a16,0,0
Nme7,384,295
Mustn1,3,1
Leprot,1266,1116
Gimap5,1566,1457
Adnp2,139,119
Fancb,53,79
Trim50,0,0
Gm26391,0,0
1700024B18Rik,0,0
Ngf,0,0
Clip4,0,3
Zw10,959,751
Mir1954,0,0
Mir101a,0,0
Ylpm1,489,416
Tril,0,0
Prorsd1,644,643
Wdr55,810,656
Serpini2,0,0
Rmdn2,77,109
Lrrc23,0,2
Igfals,0,7
Ifngr2,30,144
Daam1,60,62
Shisal1,0,0
Aptx,475,403
Hadha,2507,2340
Olfr749,0,0
Tacr2,0,0
4933416E03Rik,0,0
Fxyd4,8,16
Serpinb6a,2882,1895
Dlc1,1,12
Dpysl4,0,0
Vmn2r26,0,0
Rnf180,5,8
Mtfr2,137,157
Oca2,0,0
Pex13,688,717
Nos1ap,9,15
Ptma,11978,9469
Zdhhc11,0,0
Kif21b,850,879
Adamts14,343,120
Cdr1,0,0
Inhba,96,38
Lif,76,90
Tead1,5,3
Zfp688,395,383
Sprr2j-ps,0,0
Wfdc8,0,0
St6galnac4,1710,1427
Spats2l,1,1
Naalad2,3,0
Zeb2os,2,4
Zfp865,128,88
Ttc21b,368,443
4930505K14Rik,0,0
Saxo1os,0,0
B230110G15Rik,0,0
4933439K11Rik,0,0
Dixdc1,126,101
Cst10,0,0
Ube2j2,189,174
Sorbs2os,0,0
Mfsd14b,950,956
Olfr765,0,0
Zfp719,66,90
C730036E19Rik,0,0
4930405J17Rik,0,0
4930401C15Rik,0,0
LOC100861978,0,0
Plac9b,0,0
Far1,1984,2049
Mir3962,0,0
Vmn2r49,0,0
Pwp2,682,606
Sgpp1,1017,1348
Defb5,0,0
Smpdl3b,329,185
4930444P10Rik,0,0
Enc1,17,15
Med25,1523,1302
Adh7,0,0
Ccnd2,10880,9832
Dipk1b,345,308
Rasgrp2,1126,1289
Tpm3,10717,9225
Stxbp5l,0,0
Cers6,378,390
1700113H08Rik,0,0
Reln,0,0
Pikfyve,112,110
Hdac4,1386,1273
Agr3,0,0
Ttll12,1654,1648
Pomc,25,26
Pkd2l2,39,44
Ethe1,1172,1066
Cwc15,3043,2590
Ctcfl,1,1
I730030J21Rik,620,589
Zfp652os,10,8
D17Ertd648e,0,0
4931431C16Rik,0,2
9930104L06Rik,60,25
Art5,0,3
Edn3,0,0
Edn2,0,1
S1pr1,538,979
Ebp,2914,2584
Nexn,1,1
Herpud1,2867,2127
Nfyc,735,632
Dcaf8,2411,2717
Gpld1,145,210
Gm20735,1,0
Zcrb1,1109,874
Csmd2,1,0
Tcf25,8070,7725
Kif2c,828,975
Pira11,0,0
Cst6,44,43
Ppp2cb,2362,2160
Dedd,1136,1088
Pts,864,724
Cdkn2b,1529,1203
Grik5,41,11
Selenok,4336,3207
C9,0,0
C2,3,0
Mir7231,0,0
Gucd1,845,900
Camsap3,22,28
Cr2,0,1
Lipf,0,0
Vwde,0,0
Racgap1,2668,3489
Mup9,0,0
Cipc,370,274
Fam110a,1120,1204
2810408A11Rik,37,27
DQ267101,0,0
DQ267100,0,0
Tcstv1,0,0
Mlf2,5521,4719
Prkce,31,57
Bend3,48,49
1700083H02Rik,0,0
Arfgap1,1182,1047
Lamp1,6212,6271
Clstn1,978,1174
Myof,0,0
Slc30a2,17,9
Fdps,10350,8210
Scamp3,27,11
Cln8,273,217
Chst4,0,0
Casp8ap2,487,699
Adh4,0,0
Vipr2,329,590
Ezr,11550,11231
Vil1,1,0
Gm51425,33,53
Mir543,0,0
Phf14,716,536
Hs3st5,7,7
Gm21319,0,0
Gpr155,72,47
4930402K13Rik,0,0
Gm21637,0,0
Mir5107,0,0
Gm2042,0,0
Cdh10,0,0
Gm32921,0,0
AU021063,0,0
Zfpl1,1130,859
Gucy1a1,0,0
Arhgap29,4,3
Ppp1r16a,733,709
Prag1,132,126
Dlgap2,0,0
Tmc6,1405,1193
Phf12,510,401
Fam78b,122,32
Tug1,437,491
Hand2os1,0,0
4930405O22Rik,5,1
Mir384,0,0
Mir181b-2,0,0
Mgrn1,250,356
Trem1,0,0
Gm35725,0,0
Gm26839,9,12
Tecpr2,46,64
Pramel6,0,0
Tmem106c,934,825
Map7,182,179
Fcer2a,0,0
Mbtd1,121,104
Dach2,21,33
Rnf111,464,483
Fcrla,0,0
Wipi1,209,197
Alg3,993,787
Tbx3os2,0,0
Gm5535,1,1
Nme1,9667,7169
Nmbr,0,0
Nkx2-9,0,0
Nkx2-5,9,10
Icmt,755,693
Siglech,0,0
Mcub,574,575
Gm16675,54,26
Adam33,0,0
Gm10532,0,0
Cartpt,0,0
Cdr2l,5,26
Mrps23,1878,1464
Chchd2,8107,6814
Treml1,0,0
Tbc1d9,0,0
Tmem107,504,449
Nup37,503,519
C730027H18Rik,0,0
Gigyf2,460,475
Mpzl1,63,34
Myb,432,357
4930520O04Rik,59,45
Cdh19,0,0
1700007F19Rik,0,0
Map3k20,20,46
Wdr41,107,81
Lhfpl2,20,18
Serinc5,108,104
Itpk1,902,1031
Olfr1335,0,0
Pglyrp3,0,0
Zmynd15,0,3
Nova2,0,1
Sash1,0,0
Gstm4,433,434
Ghrh,0,1
Cops7b,560,481
Skint9,0,0
Npc1l1,0,0
H2bc6,42,42
Fnbp1,2830,2932
Foxk1,677,503
Gm36908,0,0
Gm15934,4,0
Cd163,0,0
1110038F14Rik,838,754
Krtap31-1,0,0
Marchf11,0,0
Gin1,132,108
Lypd1,0,0
Slc33a1,623,545
Tfb2m,220,198
Trappc2,108,104
Patj,68,165
Cnga2,0,0
Calm3,7263,5825
Spem1,0,0
Olfr665,0,0
Szt2,119,119
Gm21814,4,8
Krtap12-1,0,0
Prr15l,0,0
Mir1843a,0,0
Mir1249,0,0
Cnot7,1361,1455
Myh14,4,5
Trabd,3494,2826
Myh15,0,0
Nudt14,863,878
Srpk2,877,1054
Zkscan5,101,92
Dkc1,1723,1556
Fbxo38,900,1330
Fam229b,55,72
Celf6,0,2
Dcbld1,20,40
Mir3070b,0,0
Mir3964,0,0
Agtpbp1,493,599
Dnmt3l,0,0
Eif4g3,1882,1577
1700019E08Rik,0,0
Gm10415,0,0
Clasrp,664,546
Harbi1,186,136
Supt20,2166,2569
P2ry12,55,6
Sptbn1,1727,1786
Pm20d1,0,0
Adgrb3,0,0
Teddm2,0,0
H3c13,70,64
H4c12,17,17
H4c11,22,7
H4c3,277,188
H3c11,68,51
Gm20857,0,0
Gm10782,0,0
Khdc1b,20,7
Ptprr,3,7
Ano1,19,19
Smc5,915,1092
Smr2,0,0
Gucy1b2,0,0
3200001D21Rik,0,0
4930456L15Rik,0,0
Gm10791,0,0
1700016G22Rik,0,5
Vmn2r68,0,0
Usp31,174,161
Fbxl2,115,47
H2-Q6,3663,3280
7530416G11Rik,0,0
Dus4l,131,159
Jsrp1,1,2
Plpp5,764,546
Napa,4219,4120
Ascc2,1001,1076
Zfp971,40,53
Cfc1,0,0
Cenpc1,442,382
Elp4,307,324
Tecpr1,1367,1478
Cep70,154,194
Mir376a,0,0
2310069G16Rik,0,0
AA619741,0,0
Mir6391,0,0
Mir1843b,0,0
Daw1,0,0
Dbr1,576,547
Apc2,13,29
Mir467a-9,0,0
Mir130c,0,0
Gm38404,0,0
C920009B18Rik,84,86
Mir6398,0,0
Ptprn,21,18
Mir3087,0,0
Ces2d-ps,0,0
Rian,0,0
Gm3230,14,8
E330012B07Rik,0,0
Rhbdd2,642,611
Mir467a-1,0,0
Mir3093,0,0
Sra1,5036,4080
Gm16617,3,0
Cbarp,50,40
Ppil3,647,540
Sirpa,0,0
Slc32a1,0,1
Vegfc,12,16
Gm8579,0,0
L3mbtl2,1228,1091
Zwint,4520,3210
Ssx9,0,0
Cuedc2,2335,1863
Pla2g4c,0,0
Dnajc4,468,324
Acpp,291,552
Tbc1d24,20,41
Sftpd,0,0
Slc6a19os,0,0
Krtap28-13,0,0
Fsbp,0,3
Tg,613,649
Gm14632,0,0
Vmn1r260,0,0
Cypt3,0,0
Speer2,0,0
Ddx20,1013,998
Mok,7,28
Scfd2,427,487
Slc39a8,125,268
Rdh7,0,0
Scn7a,0,0
Supt4a,2306,2155
Cep250,1436,1463
Gabarapl2,1296,1139
Ulk3,451,487
Tert,13,36
Ptprj,478,522
Cmc4,51,39
Adam15,510,366
Mafg,583,458
Smarce1,1769,1747
Gm13023,0,0
Tsc22d2,414,553
Scgb1b7,0,0
Gm4064,0,0
Cd320,1044,962
Arl6ip1,10553,13021
Tnfsf14,189,212
Pdlim4,0,0
Acadvl,3572,2884
Vpreb2,0,0
Vpreb1,6,4
Tfip11,1154,1130
Calcrl,76,39
Ubd,0,0
Arfgap2,618,646
Fam47e,0,0
Csn3,3,5
4930512B01Rik,0,0
Mest,4,0
Hdx,0,0
Relb,1594,1427
Acsl1,151,180
Trim58,11,0
Mir101c,0,0
Gm550,1,1
Ecscr,5,7
Gm15412,0,0
Popdc2,2,1
Slc28a3,0,0
Pcolce2,0,0
Slamf9,0,0
Lyrm1,394,286
Lhpp,111,121
Cep112,3,3
Mir7234,0,0
Camta1,328,337
Mir7235,0,0
Spib,0,0
4932435O22Rik,0,0
Jmjd1c,1007,992
Patl1,293,394
Mir7012,0,0
Pdgfd,0,0
Tmem129,594,571
Defa21,0,0
Aamdc,386,366
Olfr784,0,0
Olfr781,0,0
Olfr611,0,0
Olfr514,0,0
Olfr516,0,0
Olfr512,0,0
Acp4,0,8
Rgs7,0,2
Myom2,0,0
Amz2,684,875
Hoxb7,13,3
4930444G20Rik,0,0
Mir7661,0,0
Mir7662,0,0
Mir7034,0,0
Gm12253,51,27
Cnga3,0,0
Pira6,0,0
Psap,5848,7358
Trim68,189,159
9130209A04Rik,0,0
G6pc2,0,0
Tgfbr2,5317,5380
Tgfbr1,80,83
Exosc6,1165,988
Mir669p-2,0,0
Gm14827,0,0
Adk,810,681
Tnn,0,4
Col14a1,0,0
Tanc2,64,119
Rundc3a,28,93
Rgs14,1132,1035
Gm11240,0,0
Cox7c,1863,1357
Itgam,95,21
Tgfbi,0,0
Krt85,1,1
Kcnj6,0,0
Mafb,0,8
Hivep3,542,486
Gm3428,0,0
Smim1,0,0
Lrp11,177,132
Wnt4,0,2
Map3k12,31,82
Zic2,0,0
Nr2f2,2,0
C1qb,0,0
Reep5,6201,4978
Nlk,264,161
Klf2,418,349
Klc2,94,129
Serpina3h,0,0
Pdxdc1,1335,1338
9130221H12Rik,6,5
Phactr1,0,0
Tmem138,571,445
Rph3al,81,84
Gm10486,0,0
Bcl2l15,28,30
Htatip2,1625,1382
Lrrc1,68,102
Rpl19,6966,5321
Bach2,35,47
H2bfm,0,0
1700013G24Rik,0,0
Fmr1,909,997
Gabrr2,0,0
Gabrr1,9,0
Gabrg3,0,0
Prps2,893,974
Pagr1a,1437,1278
A630010A05Rik,0,0
Snx29,55,54
4933401D09Rik,0,0
Snx12,1038,923
Ldb1,3061,2596
Tuba4a,9255,7803
Tmtc1,0,0
Cish,7557,7846
Htr1a,0,0
Ndst1,432,478
Mapt,2,1
Mbd4,193,141
Mbd2,3848,3650
Eif2s3x,248,265
Ddx3y,662,697
Ankrd1,0,0
Ahsg,0,0
Eif6,6463,5309
Zfp781,0,0
Ncaph2,7725,6603
Ttll13,0,13
Peak1,140,122
Lrrc24,10,10
Ssh3,109,54
Ostn,0,2
Emid1,73,81
A630075F10Rik,0,0
Mir486,0,0
Mir452,0,0
Epn3,3,0
Mrpl58,1807,1848
Hdac10,288,265
Pla2g4f,0,0
Pfkfb3,569,590
Orc3,1770,1935
Gm19299,0,0
D830032E09Rik,0,0
D5Ertd577e,0,0
Cenpi,295,409
Slc22a3,0,0
Slc20a2,240,225
Sirt7,3950,3478
Ust,198,316
Cbln4,0,0
Gm38415,0,0
Gm38413,0,0
Pou5f1,7,9
Pnp,1984,1586
Pklr,0,0
Nr2c1,152,158
Olfr646,0,0
Olfr649,0,0
Olfr584,0,0
Olfr582,0,0
Olfr589,0,0
Olfr362,0,0
1700016A09Rik,4,2
Hils1,0,0
Arc,41,25
Yme1l1,1592,1597
Gm10052,0,0
Slc34a2,0,0
Slc2a3,11186,11692
Cacna1b,0,0
Kpnb1,1974,1571
Npas3,0,0
Nt5c2,1073,1007
Cd300c2,0,0
Ubxn11,439,411
Gm10499,1,0
Cyp2u1,31,14
Trip11,468,445
Stfa1,0,0
Scgb2b21,0,0
Scgb2b18,0,0
Zfp606,96,46
Stamos,19,42
Pdx1,0,0
Cd2ap,128,90
Klrc1,3697,3524
Bex3,2149,1841
Washc2,1308,1575
Kcnip1,0,0
Slc14a1,42,43
Nudt16l2,0,0
Akap8,1301,1345
Tead4,0,0
Zscan5b,0,0
Ptprz1,5,0
Gm16070,0,0
Gm13986,0,0
1700110I07Rik,0,0
4930548H24Rik,3,0
B430319G15Rik,114,84
Rps15a-ps6,27,18
Hspa5,43219,38020
Pla2g2c,0,0
Matr3,3353,3545
Adm,6,14
Sema3f,7,7
Ccl11,0,0
Gm2518,1,0
Insr,135,153
Slc16a1,1942,1761
Shbg,0,0
Sorbs3,45,8
Vmn1r208,0,0
Vmn1r205,0,0
Vmn1r206,0,0
Lhx9,2,1
Pabpc2,1,0
Hpd,0,0
Tpp2,2427,2984
Tcf4,347,231
Schip1,0,0
Cyld,1683,2407
Mphosph10,924,708
Prrg3,0,0
Plk5,0,0
Sh3glb2,1159,1088
Mlkl,896,1021
Gata4,0,0
Gm6225,15,4
Pltp,86,103
Ccl21a,0,0
Plp1,4,0
Plod1,494,420
Plk1,1734,1957
Prl7d1,0,0
Myc,4435,4848
E130307A14Rik,30,40
Gm17745,153,103
Mrps10,1288,970
Mptx1,0,0
Gkn2,0,0
4930483K19Rik,0,0
Gm7538,0,0
Csnk1e,686,525
Agap2,99,129
Kansl3,388,538
Agxt2,0,0
Id1,17,14
Gata3,640,764
Zbtb18,50,23
Agtr1b,0,0
Hmgn3,15,26
Gimap4,9420,10606
Uvrag,994,800
1700030O20Rik,0,0
4933440J02Rik,5,1
2810404M03Rik,0,0
Mir6481,0,0
4933424G05Rik,0,0
Gm9958,7,2
2210416O15Rik,0,0
St8sia3os,3,0
1700120E14Rik,0,0
Lrrtm1,0,0
Mir433,0,0
Apmap,1066,876
Cbfa2t2,276,367
Gm10640,11,17
Pgr15l,0,0
Ntan1,2466,2551
Ucp2,25787,23563
Mir5626,0,0
Mir5622,0,0
E130304I02Rik,9,5
AI507597,0,0
Sipa1,5426,4762
Enpp5,76,45
Habp2,1,0
Foxj1,8,1
Foxq1,0,9
Tial1,624,522
Fgf10,0,0
Fgd1,80,101
Fer,1,1
Riok2,581,542
A430046D13Rik,212,161
Gm8013,31,27
Ahcyl2,1060,1211
Naip5,35,70
Cnpy2,2538,2012
Vstm2b,0,0
Gm10336,11,7
2010310C07Rik,0,0
Myo5b,0,11
Spock1,0,0
Mosmo,186,199
Tsr2,219,163
Serpinb9h,0,0
Gm11565,0,0
Runx1,394,378
Mir6379,0,0
Traf5,328,310
A230056P14Rik,19,13
Swi5,5733,4510
Tek,0,0
Zpbp2,140,153
Grk3,0,1
Olfr600,0,0
Olfr683,0,0
Olfr679,0,0
Olfr669,0,0
Olfr1353,0,0
Olfr57,0,0
Olfr1351,0,0
Olfr1414,6,0
Nat8f1,64,53
Dpysl5,8,8
Kcne2,0,0
Tspyl2,400,430
2310075C17Rik,0,0
Tgoln1,1327,1399
Txnrd2,627,374
9330199G10Rik,0,0
Arf3,2661,2704
Arf2,514,411
Arf1,11832,10254
Rplp0,34271,26966
Gli1,1,2
Gm27740,0,0
Prpf19,2764,2141
Fancc,381,292
Brpf1,973,938
Shox2,0,2
P2ry2,13,16
Rph3a,0,0
Mpc1,522,488
Mir467a-8,0,0
4932438H23Rik,58,67
Pnpla2,2592,2533
Naaa,330,397
Prpsap2,382,355
Rgs9,24,82
Setd4,259,215
4930455J16Rik,0,0
1700095A21Rik,0,0
Gm1976,10,11
Myt1l,0,0
C7,0,0
Tead2,1,0
Nprl3,766,656
Khk,268,308
Htd2,0,0
Lgals7,8,5
Parvg,4984,4334
Rprl1,0,0
Gm8234,1,0
Pde7b,2,0
Bfsp1,0,0
Csn1s2b,0,0
Cntn3,0,0
Slc12a4,946,1040
1700018G05Rik,0,0
Gm6277,2,14
Bvht,0,1
Mir6938,0,0
Adgrg3,426,402
H2bc11,230,230
H2bc8,107,77
H2bc7,6,23
H4c2,79,58
H4c1,31,21
Fcrl1,51,50
AA388235,14,27
Btrc,533,476
Pzp,0,0
Nxf1,1873,1995
Rad23a,3167,2464
Mlx,1739,1400
Mir3473c,0,0
Mir5106,0,0
Mir5101,0,0
Mir5099,0,0
Atg16l1,321,280
Cntln,139,109
Gm21284,0,1
Gm21221,0,0
Poli,288,257
Lrp6,150,176
Vmn1r223,0,0
Arhgef11,38,26
Wfdc17,0,0
Mir669e,0,0
Sppl2c,0,0
Scpep1os,0,0
Esp3,0,0
E330020D12Rik,47,41
Rps27,6,7
Eya2,1062,998
Cdkn1b,77,70
Khdrbs3,0,0
Esr2,0,0
Lrrc28,482,446
Tmem220,12,7
4930467K11Rik,0,0
A330033J07Rik,0,0
Zfp983,181,206
Phtf1os,9,15
Ak1,48,20
1700028P15Rik,0,0
4930519K11Rik,0,0
P2ry10b,42,38
Srrm3,2,1
Clca3b,0,0
Crybb3,0,0
Fnip2,40,21
Fat3,0,0
Fxyd2,0,0
Pdf,635,481
Stk3,274,242
Phykpl,356,377
Cdc25b,1042,1368
Gm14692,0,0
A530013C23Rik,0,0
Olfr1469,0,0
Zfp804b,0,0
Mir669b,0,0
Mir691,0,0
Adpgk,581,598
Krtap5-5,0,0
Ddx17,1407,1231
Ggnbp1,1,2
Tmc8,770,732
Mir6240,45,27
Mir6238,0,0
Mir6335,0,0
Mir6241,0,0
Lmntd2,78,55
Tbxas1,1,0
Tnfsfm13,0,0
Sbk2,4,5
Slc39a11,682,509
Gm26851,0,1
Reep6,32,52
Eda,0,0
Reep2,30,23
Ccdc151,0,0
H2az2,3324,3698
Chst15,14,0
Mboat7,1031,993
Bcl9,55,102
Stat1,11009,18873
Hdlbp,5773,5823
Dock7,28,31
Usp1,1519,2029
Mir7014,0,0
Gm5859,0,0
Gm12504,2,4
Gm829,0,0
Cd8b1,26150,29632
Mir7239,0,0
Ctag2l1,0,0
Aadacl4fm2,0,0
Cacna2d2,3,7
Vmn1r236,0,0
Vmn1r237,0,0
Mkrn1,3141,3248
Acvr2b,17,5
Slc26a4,0,0
Clec10a,53,40
Rnmt,1287,1052
Dsp,18,9
Ptpmt1,1256,916
Rps9,17982,14375
Polr3f,340,299
Hyls1,161,164
2010001A14Rik,77,76
4930487D11Rik,0,0
Saa4,0,0
Saa3,0,0
Saa2,0,0
Vapa,4679,4565
Defb4,0,0
Gps2,1490,1131
Tas2r108,0,0
Cd52,25656,22055
Zfp30,3,20
Slamf1,121,138
1110032F04Rik,234,238
Trmt2b,823,878
Barhl2,4,0
Zcwpw1,222,172
Wdcp,80,88
Colca2,0,0
Mir669a-1,0,0
Gm38671,0,0
Tmem230,573,648
Rad54l2,468,386
Cdkn1a,8583,7069
Klrd1,13159,12304
Klk1b1,0,0
Klk1b26,0,0
Gm7168,0,0
Brd3,623,568
Tgm7,0,0
Pygo2,1068,986
Cndp2,5677,4831
Pfkfb1,40,60
1500004A13Rik,19,13
Disp1,249,217
Fabp5,1452,1280
Ada,477,522
Capg,22871,20499
1700020G17Rik,1,3
Zfp788,107,59
Gm7334,0,0
Ccdc7b,0,0
Btbd35f2,0,0
Gm13580,0,0
Gsdmcl-ps,1,0
Ints10,1687,1685
6030443J06Rik,2,1
Vmn1r247,0,0
2610206C17Rik,14,8
Gprc5c,0,0
Tmem258,1913,1385
Spata7,55,36
Manbal,811,613
Rhebl1,155,107
Slc38a3,0,0
Kpna6,597,539
Mdn1,197,284
Rps6kb1,1517,1356
P3h2,0,0
Dscc1,259,274
4930429F11Rik,0,0
Pitx2,10,22
Tstd1,3,2
Olfr1411,0,0
Olfr266,0,0
Olfr137,0,0
Wbscr25,0,0
Snora34,0,0
Gm5108,0,0
Esrrg,0,0
Gm13031,12,3
Gfra4,10,3
Cp,3,0
Pih1d1,1252,1138
Lrrc51,199,137
AU022751,0,0
Med23,254,299
Arhgef25,26,24
Sntb1,47,138
Frs3os,0,0
Cldn34a,0,0
Gm4559,0,0
Gm14440,0,0
Grina,3997,4366
Mrpl4,3738,2928
